Processes: 212 total, 4 running, 6 stuck, 202 sleeping, 1019 threads 
2014/07/31 06:55:02
Load Avg: 2.07, 2.75, 2.64 
CPU usage: 32.91% user, 45.56% sys, 21.51% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46292 total, 1220M resident, 72M private, 346M shared.
PhysMem: 3004M used (1134M wired), 19M unused.
VM: 528G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360782/25G in, 29845626/18G out.
Disks: 978252/21G read, 388862/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW    POWER USER           
548    com.apple.dock.e 0.0  00:01.31 3    0   145+   119+   2160K+ 1512K+ 0B     2728K+ 53M+  2460M+ 548   1     sleeping 501 13718+    552+     22253+    5844+     38103+    39627+    36726+     182+    2204K+ -3M+   492      0.0   tgreen         
543    com.apple.intern 0.0  00:03.80 3    0   183+   228+   5444K+ 3984K+ 0B     5604K+ 45M+  2484M+ 543   1     sleeping 501 25683+    813+     28909+    10215+    57160+    56891+    48989+     1487+   3053K+ -3M+   531      0.0   tgreen         
542    imagent          0.0  00:03.06 4    0   104+   132+   3488K+ 2756K+ 0B     3016K+ 55M+  2442M+ 542   424   sleeping 501 15773+    383+     24268+    12371+    56974+    54914+    39375+     2164+   2937K+ 13M+   377      0.0   tgreen         
537    com.apple.IconSe 0.0  00:04.14 4    3   99+    281+   4060K+ 3424K+ 0B     188M+  239M+ 2600M+ 537   1     sleeping 501 79361+    233+     7919+     9626+     100460+   17257+    49110+     720+    7194K+ 7689K+ 655      0.0   tgreen         
536    com.apple.ShareK 0.0  00:02.22 3    0   150+   184+   1760K+ 1184K+ 0B     13M+   62M+  2470M+ 536   1     sleeping 501 134567+   3499+    24190+    6772+     41444+    42338+    38667+     5284+   2330K+ -3M+   504      0.0   tgreen         
534    soagent          0.0  00:01.86 2    0   121+   116+   3656K+ 3048K+ 0B     4816K+ 50M+  2455M+ 534   424   sleeping 501 20910+    470+     6583+     4284+     19400+    16497+    15512+     1022+   1691K+ -687K+ 166      0.0   tgreen         
533    filecoordination 0.0  00:00.15 2    1   91+    43+    780K+  528K+  0B     460K+  53M+  2434M+ 533   1     sleeping 0   2951+     121+     436+      493+      4756+     1268+     2310+      165+    356K+  -13K+  17       0.0   root           
531    NotificationCent 0.0  00:12.61 5    2   250+   382+   9132K+ 7456K+ 0B     4584K+ 59M+  2524M+ 531   424   sleeping 501 39941+    464+     69248+    31469+    121771+   154665+   109609+    2288+   4748K+ -7M+   1222     0.0   tgreen         
530    usernoted        0.0  00:02.88 2    0   127+   57+    2472K+ 2196K+ 0B     2460K+ 53M+  2435M+ 530   424   sleeping 501 11485+    174+     5166+     3534+     42498+    12509+    20674+     451+    2757K+ 1896K+ 286      0.0   tgreen         
529    ubd              0.0  00:05.16 10   0   145+   91+    4780K+ 4352K+ 0B     2388K+ 63M+  2446M+ 529   424   sleeping 501 24470+    353+     10459+    5701+     104122+   18007+    53919+     1240+   2554K+ 1215K+ 255      0.0   tgreen         
528    librariand       0.0  00:00.70 2    0   78+    54+    1176K+ 908K+  0B     1516K+ 63M+  2444M+ 528   424   sleeping 501 6317+     312+     5577+     3386+     17307+    12862+    10073+     330+    315K+  1204K+ 15       0.0   tgreen         
526    tccd             0.0  00:23.43 2    1   51+    69+    2688K+ 2164K+ 0B     23M+   60M+  2444M+ 526   424   sleeping 501 41605+    160+     9186+     3775+     130279+   14700+    44465+     210+    2372K+ 7555K+ 149      0.0   tgreen         
525    sharingd         0.0  00:00.38 3    0   67+    83+    1248K+ 976K+  0B     3092K+ 57M+  2440M+ 525   424   sleeping 501 9131+     380+     1131+     556+      8839+     2321+     4799+      827+    1261K+ 659K+  96       0.0   tgreen         
523    fontd            0.0  00:09.57 2    0   90+    144+   2216K+ 1792K+ 0B     3188K+ 53M+  2466M+ 523   424   sleeping 501 76117+    404+     56545+    46034+    330049+   211511+   131720+    564+    1240K+ -6M+   475      0.0   tgreen         
521    pboard           0.0  00:00.01 1    0   24+    33+    28K+   16K+   0B     528K+  43M+  2403M+ 521   424   sleeping 501 425+      99+      385+      30+       249+      781+      736+       5+      115K+  27K+   0        0.0   tgreen         
520    xpcd             0.0  00:10.97 6    5   52+    95+    2708K+ 2536K+ 0B     2724K+ 56M+  2439M+ 520   1     sleeping 501 65567+    602+     22208+    19753+    629825+   80715+    119553+    92+     13M+   29M+   1127     0.0   tgreen         
517    coreaudiod       0.0  00:41.14 7    0   507+   141+   5336K+ 4888K+ 0B     3216K+ 59M+  2448M+ 517   1     sleeping 202 49839+    435+     825901+   100975+   1509122+  1534086+  1166897+   2832+   2803K+ 4544K+ 69118    0.0   _coreaudiod    
515    SystemUIServer   0.0  01:39.97 7    2   322+   548+   13M+   11M+   0B     11M+   59M+  2524M+ 515   424   sleeping 501 105492+   689+     337500+   175938+   821933+   1106094+  515387+    8270+   7213K+ -11M+  23888    0.0   tgreen         
514    Dock             0.0  00:25.00 5    2   299+   1411+  17M+   14M+   0B     50M+   110M+ 2541M+ 514   424   sleeping 501 443578+   402+     427558+   201904+   254417+   454085+   243346+    12845+  6229K+ 18M+   1948     0.0   tgreen         
511    iThoughtsX       0.0  00:02.24 3    0   171+   162+   10M+   3688K+ 0B     7836K+ 55M+  2505M+ 511   424   sleeping 501 22290+    531+     32965+    11453+    34616+    47947+    41415+     592+    2326K+ -3M+   524      0.0   tgreen         
510    Keynote          0.0  00:16.17 5    0   218+   1456+  57M+   43M+   0B     41M+   178M+ 3037M+ 510   424   sleeping 501 175653+   8244+    57112+    20451+    163288+   98302+    144834+    12707+  4413K+ 4043K+ 613      0.0   tgreen         
509    Messages         0.0  00:20.54 9    0   387+   905+   24M+   16M+   0B     23M+   219M+ 3632M+ 509   424   sleeping 501 175886+   1972+    118096+   50740+    142452+   230435+   130935+    9483+   3896K+ -1M+   2146     0.0   tgreen         
507    iTerm            0.0  26:44.02 8/2  1   245+   411+   25M+   14M+   88K+   15M+   125M+ 2591M+ 507   424   running  501 78277+    1095+    620153+   196279+   20082290+ 29238205+ 2036313+   5194+   5524K+ -8M+   79127    0.0   tgreen         
506    OmniFocus        0.0  00:25.41 10   2   289+   1312+  58M+   33M+   0B     34M+   205M+ 2721M+ 506   424   sleeping 501 172259+   1657+    88099+    35015+    200262+   146626+   120159+    6541+   3697K+ 13M+   1032     0.0   tgreen         
505    Reeder           0.0  01:05.02 12   0   262+   1824+  37M+   16M+   0B     86M+   451M+ 3799M+ 505   424   sleeping 501 504967+   4879+    198049+   101563+   367874+   1108522+  489050+    10302+  4465K+ 3847K+ 76071    0.0   tgreen         
504    Evernote         0.0  04:53.27 15   2   321+   3990+  207M+  198M+  0B     217M+  826M+ 4172M+ 504   424   sleeping 501 806083+   5415+    271026+   101171+   1871468+  791676+   786108+    20865+  12M+   52M+   8886     0.0   tgreen         
503    Path Finder      0.0  03:54.95 11   4   342+   1355+  37M+   23M+   0B     37M+   138M+ 2675M+ 503   424   sleeping 501 1158283+  43916+   962272+   454700+   2900535+  3174152+  1700099+   13698+  17M+   -149M+ 17694    0.0   tgreen         
502    Airmail          0.0  04:23.70 14   5   574+   2199+  68M+   40M+   24K+   51M+   274M+ 3938M+ 502   424   sleeping 501 739700+   6294+    308209+   86144+    1501806+  698918+   625051+    22402+  12M+   45M+   9603     0.0   tgreen         
499    UserEventAgent   0.0  00:05.98 6    2   287+   210+   3476K+ 2864K+ 0B     2960K+ 65M+  2450M+ 499   424   sleeping 501 46442+    382+     112215+   55993+    94741+    117284+   80483+     548+    7024K+ -14M+  849      0.0   tgreen         
447    securityd_servic 0.0  00:00.33 2    1   30+    45+    348K+  256K+  0B     660K+  53M+  2434M+ 447   1     sleeping 0   1705+     102+     9595+     5734+     10669+    6226+     4936+      21+     690K+  -833K+ 47       0.0   root           
446    mdflagwriter     0.0  00:00.02 2    1   21+    48+    8192B+ 4096B+ 0B     684K+  53M+  2411M+ 446   444   sleeping 0   926+      60+      104+      43+       883+      323+      148+       0       206K+  38K+   6        0.0   root           
444    launchd          0.0  00:00.04 2    0   62+    39+    280K+  208K+  0B     304K+  47M+  2413M+ 444   1     sleeping 0   725+      137+     2062+     687+      2359+     1948+     942+       0       157K+  48K+   18       0.0   root           
442    distnoted        0.0  00:00.42 6    4   52+    43+    596K+  464K+  0B     292K+  55M+  2435M+ 442   435   sleeping 89  3881+     95+      509+      3172+     26018+    1519+     13947+     0       3372K+ -2M+   320      0.0   _spotlight     
435    launchd          0.0  00:00.46 2    0   67+    39+    316K+  412K+  0B     276K+  55M+  2413M+ 435   1     sleeping 89  8856+     6092+    23471+    9317+     28074+    20491+    7342+      1+      2708K+ 1893K+ 26       0.0   _spotlight     
434    cfprefsd         0.0  01:28.20 5    4   230+   214+   2280K+ 2096K+ 0B     3760K+ 77M+  2456M+ 434   424   sleeping 501 11481350+ 90+      77636+    79440+    1403552+  105911+   547716+    22167+  12M+   71M+   2053     0.0   tgreen         
433    distnoted        0.0  01:08.35 6    4   253+   50+    9932K+ 9796K+ 0B     3828K+ 61M+  2441M+ 433   424   sleeping 501 36229+    100+     68152+    87831+    650425+   123604+   523091+    3+      35M+   -8M+   3433     0.0   tgreen         
424    launchd          0.0  01:52.89 2    0   623+   40+    792K+  732K+  0B     1124K+ 55M+  2414M+ 424   1     sleeping 501 84919+    37414+   2665837+  192303+   10613199+ 4176838+  3607304+   42+     13M+   -3M+   96       0.0   tgreen         
313    racoon           0.0  00:00.66 2    1   28+    41+    560K+  424K+  0B     376K+  53M+  2412M+ 313   1     sleeping 0   4768+     95+      1297+     622+      27053+    2004+     8795+      264+    4896K+ 1230K+ 983      0.0   root           
308    suhelperd        0.0  00:00.12 2    0   47+    50+    444K+  288K+  0B     1248K+ 53M+  2412M+ 308   1     sleeping 0   3031+     171+     1469+     690+      5971+     2432+     3306+      15+     1357K+ 274K+  47       0.0   root           
306    softwareupdated  0.0  00:00.56 2    0   72+    68+    964K+  784K+  0B     11M+   59M+  2440M+ 306   1     sleeping 200 9171+     251+     2968+     1410+     9151+     3609+     4411+      306+    1443K+ 701K+  123      0.0   _softwareupdate
284    tccd             0.0  00:05.58 2    1   45+    59+    2788K+ 2384K+ 0B     2572K+ 54M+  2458M+ 284   1     sleeping 0   12869+    153+     1948+     1933+     67432+    4467+     22672+     494+    3145K+ 3006K+ 216      0.0   root           
259    gkbisd           0.0  00:10.87 2    1   47+    311+   1168K+ 972K+  0B     35M+   91M+  2473M+ 259   1     sleeping 0   21953+    129+     3856+     2828+     252583+   7126+     153460+    64+     2683K+ 2395K+ 222      0.0   root           
252    com.apple.CodeSi 0.0  00:02.59 4    3   31+    48+    692K+  528K+  0B     1016K+ 54M+  2413M+ 252   1     sleeping 0   30002+    197+     4476+     5850+     88729+    10123+    26982+     7+      2945K+ 2098K+ 136      0.0   root           
245    socketfilterfw   0.0  00:59.92 3    0   59+    82+    11M+   11M+   0B     61M+   106M+ 2488M+ 245   1     sleeping 0   88818+    144+     15373+    2279+     381987+   34260+    143083+    183+    2198K+ 28M+   312      0.0   root           
243    sysmond          0.0  00:01.33 2    1   23+    39+    152K+  152K+  0B     1840K+ 53M+  2411M+ 243   1     sleeping 0   4077+     85+      31554+    16078+    68728+    46452+    3558+      31+     698K+  34K+   66       0.0   root           
242    pacemaker        0.0  00:03.74 2    1   22+    37+    312K+  216K+  0B     164K+  53M+  2411M+ 242   1     sleeping 0   1549+     70+      211+      174+      224852+   1052+     121483+    9+      1515K+ 186K+  11328    0.0   root           
241    SystemStarter    0.0  00:00.07 2    0   31+    35+    220K+  132K+  0B     384K+  53M+  2411M+ 241   1     sleeping 0   1850+     145+     1272+     626+      5570+     1928+     3106+      2+      1343K+ 190K+  45       0.0   root           
239    cron             0.0  00:00.18 1    0   19+    29+    140K+  188K+  0B     320K+  20M+  2387M+ 239   1     sleeping 0   6390+     4211+    2506+     1247+     3854+     1308+     1256+      26+     3864K+ 2297K+ 248      0.0   root           
236    ntpd             0.0  00:00.21 2    0   27+    39+    272K+  224K+  0B     424K+  53M+  2411M+ 236   1     sleeping 0   1818+     245+     626+      141+      6143+     683+      993+       355+    344K+  435K+  116      0.0   root           
235    usbd             0.0  00:00.52 2    0   60+    37+    592K+  400K+  0B     356K+  53M+  2433M+ 235   1     sleeping 0   3392+     120+     9850+     5921+     6200+     24723+    8183+      36+     202K+  -852K+ 661      0.0   root           
231    CVMServer        0.0  00:00.24 3    2   134+   52+    532K+  392K+  32K+   260K+  54M+  2484M+ 231   1     sleeping 0   2141+     80+      3123+     2140+     10228+    4749+     6276+      63+     1488K+ 222K+  274      0.0   root           
229    mds_stores       0.0  04:01.26 4    2   74+    410+   9844K+ 13M+   24K+   27M+   512M+ 3107M+ 229   1     sleeping 0   1594935+  12109+   180715+   120043+   3031137+  553725+   1047543+   469883+ 22M+   25M+   7187     0.0   root           
225    networkd_privile 0.0  00:00.20 2    1   26+    37+    356K+  252K+  0B     256K+  53M+  2411M+ 225   1     sleeping 0   1903+     87+      1218+     1541+     13049+    4806+     6412+      6+      1956K+ 83K+   89       0.0   root           
219    networkd         0.0  00:03.21 2    0   97+    51+    1112K+ 876K+  0B     564K+  53M+  2411M+ 219   1     sleeping 24  5446+     184+     59407+    31382+    117652+   100230+   69346+     314+    3329K+ -3M+   770      0.0   _networkd      
181    ocspd            0.0  01:41.83 5    0   76+    184+   2888K+ 2544K+ 0B     2576K+ 93M+  2475M+ 181   1     sleeping 0   648465+   1550+    66555+    4167+     220374+   238416+   126799+    3315+   2928K+ -50M+  556      0.0   root           
110    WindowServer     0.0  22:37.12 4    0   678+   5418+  66M+   46M+   16K+   57M+   311M+ 3644M+ 110   1     sleeping 88  5566390+  12076+   14858324+ 5206179+  857427+   13198991+ 13864475+  5096+   20M+   590M+  1375495  0.0   _windowserver  
90     iStatMenusDaemon 0.0  01:29.25 4    0   40+    59+    1076K+ 888K+  0B     7016K+ 58M+  2417M+ 90    1     sleeping 0   14735+    522+     355753+   251550+   1082920+  1415441+  349901+    222+    1392K+ -4M+   39776    0.0   root           
88     fitbitd          0.0  00:05.23 6    1   58+    53+    752K+  512K+  0B     496K+  65M+  2448M+ 88    1     sleeping -2  10738+    191+     8790+     1360+     215165+   23184+    141041+    627+    6728K+ 2275K+ 35604    0.0   nobody         
87     leapd            0.0  33:39.43 17   0   118+   108+   1556K+ 1304K+ 0B     24M+   79M+  2442M+ 87    1     sleeping 0   138202+   250+     51374775+ 25746094+ 37542531+ 34617611+ 21920381+  3757+   2187K+ 2734M+ 102152   0.0   root           
85     airportd         0.0  00:03.28 3    0   92+    55+    2984K+ 2660K+ 0B     2540K+ 57M+  2439M+ 85    1     sleeping 0   9778+     148+     31615+    15088+    39087+    40564+    22710+     492+    2446K+ -2M+   1700     0.0   root           
84     aosnotifyd       0.0  00:00.80 4    0   93+    68+    1648K+ 1404K+ 0B     2060K+ 54M+  2437M+ 84    1     sleeping 0   6755+     236+     6494+     3919+     16932+    14443+    12602+     365+    2300K+ 277K+  165      0.0   root           
83     apsd             0.0  00:01.88 4    0   122+   65+    2776K+ 2320K+ 0B     1096K+ 53M+  2436M+ 83    1     sleeping 0   9835+     220+     16143+    9151+     38311+    44241+    25487+     1044+   2476K+ 1564K+ 447      0.0   root           
82     autofsd          0.0  00:00.10 2    1   32+    41+    324K+  212K+  0B     508K+  53M+  2411M+ 82    1     sleeping 0   2374+     129+     2465+     1241+     5889+     2585+     3493+      16+     1559K+ 449K+  91       0.0   root           
81     awacsd           0.0  00:00.61 5    2   94+    67+    1872K+ 1560K+ 0B     1300K+ 54M+  2436M+ 81    1     sleeping 0   6998+     230+     5739+     3174+     14324+    9145+     9137+      713+    1655K+ 800K+  151      0.0   root           
80     backupd-helper   0.0  00:00.28 2    0   55+    41+    856K+  608K+  0B     524K+  53M+  2411M+ 80    1     sleeping 0   3696+     120+     4509+     2020+     7928+     6412+     5488+      124+    1536K+ 140K+  130      0.0   root           
79     blued            0.0  00:02.15 3    0   94+    111+   1572K+ 1276K+ 0B     2408K+ 53M+  2434M+ 79    1     sleeping 0   17858+    430+     31818+    15564+    15582+    35510+    11217+     709+    1867K+ 1290K+ 308      0.0   root           
76     appleeventsd     0.0  00:01.57 5    4   233+   54+    1004K+ 824K+  0B     1352K+ 55M+  2436M+ 76    1     sleeping 55  9880+     156+     12561+    9889+     75047+    28103+    45709+     117+    6487K+ 338K+  422      0.0   _appleevents   
75     launchservicesd  0.0  01:26.42 8    7   538+   70+    7592K+ 7348K+ 0B     7676K+ 70M+  2452M+ 75    1     stuck    0   127872+   121+     609539+   520970+   2042594+  707555+   1754571+   305+    9095K+ 273M+  611      0.0   root           
71     dynamic_pager    0.0  00:00.02 1    0   18+    27+    20K+   20K+   0B     372K+  17M+  2376M+ 71    1     sleeping 0   324+      69+      30+       14+       108+      65+       36+        0       91K+   1836K+ 0        0.0   root           
